date_of_birth,yearofbirth,monthofbirth,dayofbirth,number_of_people
1918_02_27,1918,2,27,17
1918_02_28,1918,2,28,10
1918_03_01,1918,3,1,25
1918_03_02,1918,3,2,26
1918_03_03,1918,3,3,35
1918_03_04,1918,3,4,19
1918_03_05,1918,3,5,12
1918_03_06,1918,3,6,21
1918_03_07,1918,3,7,20
1918_03_08,1918,3,8,14
1918_03_09,1918,3,9,14
1918_03_10,1918,3,10,14
1918_03_11,1918,3,11,20
1918_03_12,1918,3,12,21
1918_03_13,1918,3,13,17
1918_03_14,1918,3,14,16
1918_03_15,1918,3,15,22
1918_03_16,1918,3,16,17
1918_03_17,1918,3,17,16
1918_03_18,1918,3,18,16
1918_03_19,1918,3,19,14
1918_03_20,1918,3,20,16
1918_03_21,1918,3,21,14
1918_03_22,1918,3,22,12
1918_03_23,1918,3,23,14
1918_03_24,1918,3,24,17
1918_03_25,1918,3,25,25
1918_03_26,1918,3,26,24
1918_03_27,1918,3,27,10
1918_03_28,1918,3,28,9
1918_03_29,1918,3,29,11
1918_03_30,1918,3,30,13
1918_03_31,1918,3,31,10
1918_04_01,1918,4,1,30
1918_04_02,1918,4,2,12
1918_04_03,1918,4,3,19
1918_04_04,1918,4,4,32
1918_04_05,1918,4,5,17
1918_04_06,1918,4,6,17
1918_04_07,1918,4,7,22
1918_04_08,1918,4,8,16
1918_04_09,1918,4,9,14
1918_04_10,1918,4,10,18
1918_04_11,1918,4,11,26
1918_04_12,1918,4,12,23
1918_04_13,1918,4,13,18
1918_04_14,1918,4,14,17
1918_04_15,1918,4,15,30
1918_04_16,1918,4,16,18
1918_04_17,1918,4,17,24
1918_04_18,1918,4,18,18
1918_04_19,1918,4,19,14
1918_04_20,1918,4,20,17
1918_04_21,1918,4,21,17
1918_04_22,1918,4,22,11
1918_04_23,1918,4,23,7
1918_04_24,1918,4,24,14
1918_04_25,1918,4,25,3
1918_04_26,1918,4,26,12
1918_04_27,1918,4,27,9
1918_04_28,1918,4,28,19
1918_04_29,1918,4,29,10
1918_04_30,1918,4,30,10
1918_05_01,1918,5,1,15
1918_05_02,1918,5,2,10
1918_05_03,1918,5,3,16
1918_05_04,1918,5,4,7
1918_05_05,1918,5,5,35
1918_05_06,1918,5,6,25
1918_05_07,1918,5,7,19
1918_05_08,1918,5,8,14
1918_05_09,1918,5,9,14
1918_05_10,1918,5,10,21
1918_05_11,1918,5,11,12
1918_05_12,1918,5,12,15
1918_05_13,1918,5,13,19
1918_05_14,1918,5,14,10
1918_05_15,1918,5,15,22
1918_05_16,1918,5,16,20
1918_05_17,1918,5,17,8
1918_05_18,1918,5,18,20
1918_05_19,1918,5,19,9
1918_05_20,1918,5,20,23
1918_05_21,1918,5,21,12
1918_05_22,1918,5,22,11
1918_05_23,1918,5,23,11
1918_05_24,1918,5,24,21
1918_05_25,1918,5,25,14
1918_05_26,1918,5,26,15
1918_05_27,1918,5,27,11
1918_05_28,1918,5,28,14
1918_05_29,1918,5,29,13
1918_05_30,1918,5,30,5
1918_05_31,1918,5,31,12
1918_06_01,1918,6,1,31
1918_06_02,1918,6,2,20
1918_06_03,1918,6,3,22
1918_06_04,1918,6,4,24
1918_06_05,1918,6,5,20
1918_06_06,1918,6,6,38
1918_06_07,1918,6,7,23
1918_06_08,1918,6,8,27
1918_06_09,1918,6,9,18
1918_06_10,1918,6,10,35
1918_06_11,1918,6,11,20
1918_06_12,1918,6,12,37
1918_06_13,1918,6,13,17
1918_06_14,1918,6,14,23
1918_06_15,1918,6,15,20
1918_06_16,1918,6,16,33
1918_06_17,1918,6,17,24
1918_06_18,1918,6,18,23
1918_06_19,1918,6,19,24
1918_06_20,1918,6,20,28
1918_06_21,1918,6,21,15
1918_06_22,1918,6,22,12
1918_06_23,1918,6,23,15
1918_06_24,1918,6,24,20
1918_06_25,1918,6,25,19
1918_06_26,1918,6,26,14
1918_06_27,1918,6,27,17
1918_06_28,1918,6,28,11
1918_06_29,1918,6,29,13
1918_06_30,1918,6,30,31
1918_07_01,1918,7,1,35
1918_07_02,1918,7,2,15
1918_07_03,1918,7,3,15
1918_07_04,1918,7,4,18
1918_07_05,1918,7,5,11
1918_07_06,1918,7,6,18
1918_07_07,1918,7,7,24
1918_07_08,1918,7,8,21
1918_07_09,1918,7,9,21
1918_07_10,1918,7,10,29
1918_07_11,1918,7,11,18
1918_07_12,1918,7,12,26
1918_07_13,1918,7,13,20
1918_07_14,1918,7,14,15
1918_07_15,1918,7,15,15
1918_07_16,1918,7,16,25
1918_07_17,1918,7,17,16
1918_07_18,1918,7,18,38
1918_07_19,1918,7,19,16
1918_07_20,1918,7,20,12
1918_07_21,1918,7,21,23
1918_07_22,1918,7,22,14
1918_07_23,1918,7,23,15
1918_07_24,1918,7,24,10
1918_07_25,1918,7,25,14
1918_07_26,1918,7,26,10
1918_07_27,1918,7,27,9
1918_07_28,1918,7,28,13
1918_07_29,1918,7,29,11
1918_07_30,1918,7,30,12
1918_07_31,1918,7,31,19
1918_08_01,1918,8,1,25
1918_08_02,1918,8,2,17
1918_08_03,1918,8,3,20
1918_08_04,1918,8,4,17
1918_08_05,1918,8,5,15
1918_08_06,1918,8,6,12
1918_08_07,1918,8,7,20
1918_08_08,1918,8,8,39
1918_08_09,1918,8,9,16
1918_08_10,1918,8,10,26
1918_08_11,1918,8,11,17
1918_08_12,1918,8,12,23
1918_08_13,1918,8,13,12
1918_08_14,1918,8,14,10
1918_08_15,1918,8,15,20
1918_08_16,1918,8,16,21
1918_08_17,1918,8,17,18
1918_08_18,1918,8,18,27
1918_08_19,1918,8,19,16
1918_08_20,1918,8,20,21
1918_08_21,1918,8,21,12
1918_08_22,1918,8,22,19
1918_08_23,1918,8,23,13
1918_08_24,1918,8,24,9
1918_08_25,1918,8,25,14
1918_08_26,1918,8,26,18
1918_08_27,1918,8,27,12
1918_08_28,1918,8,28,20
1918_08_29,1918,8,29,17
1918_08_30,1918,8,30,11
1918_08_31,1918,8,31,11
1918_09_01,1918,9,1,30
1918_09_02,1918,9,2,19
1918_09_03,1918,9,3,14
1918_09_04,1918,9,4,20
1918_09_05,1918,9,5,25
1918_09_06,1918,9,6,20
1918_09_07,1918,9,7,17
1918_09_08,1918,9,8,20
1918_09_09,1918,9,9,30
1918_09_10,1918,9,10,10
1918_09_11,1918,9,11,19
1918_09_12,1918,9,12,25
1918_09_13,1918,9,13,17
1918_09_14,1918,9,14,16
1918_09_15,1918,9,15,23
1918_09_16,1918,9,16,14
1918_09_17,1918,9,17,16
1918_09_18,1918,9,18,27
1918_09_19,1918,9,19,10
1918_09_20,1918,9,20,16
1918_09_21,1918,9,21,11
1918_09_22,1918,9,22,11
1918_09_23,1918,9,23,13
1918_09_24,1918,9,24,14
1918_09_25,1918,9,25,18
1918_09_26,1918,9,26,11
1918_09_27,1918,9,27,29
1918_09_28,1918,9,28,14
1918_09_29,1918,9,29,20
1918_09_30,1918,9,30,16
1918_10_01,1918,10,1,19
1918_10_02,1918,10,2,17
1918_10_03,1918,10,3,15
1918_10_04,1918,10,4,17
1918_10_05,1918,10,5,26
1918_10_06,1918,10,6,16
1918_10_07,1918,10,7,7
1918_10_08,1918,10,8,24
1918_10_09,1918,10,9,10
1918_10_10,1918,10,10,56
1918_10_11,1918,10,11,28
1918_10_12,1918,10,12,30
1918_10_13,1918,10,13,15
1918_10_14,1918,10,14,22
1918_10_15,1918,10,15,21
1918_10_16,1918,10,16,18
1918_10_17,1918,10,17,23
1918_10_18,1918,10,18,23
1918_10_19,1918,10,19,13
1918_10_20,1918,10,20,30
1918_10_21,1918,10,21,14
1918_10_22,1918,10,22,14
1918_10_23,1918,10,23,16
1918_10_24,1918,10,24,18
1918_10_25,1918,10,25,21
1918_10_26,1918,10,26,20
1918_10_27,1918,10,27,17
1918_10_28,1918,10,28,16
1918_10_29,1918,10,29,14
1918_10_30,1918,10,30,7
1918_10_31,1918,10,31,5
1918_11_01,1918,11,1,23
1918_11_02,1918,11,2,16
1918_11_03,1918,11,3,18
1918_11_04,1918,11,4,12
1918_11_05,1918,11,5,20
1918_11_06,1918,11,6,18
1918_11_07,1918,11,7,16
1918_11_08,1918,11,8,14
1918_11_09,1918,11,9,16
1918_11_10,1918,11,10,25
1918_11_11,1918,11,11,35
1918_11_12,1918,11,12,16
1918_11_13,1918,11,13,11
1918_11_14,1918,11,14,14
1918_11_15,1918,11,15,8
1918_11_16,1918,11,16,22
1918_11_17,1918,11,17,14
1918_11_18,1918,11,18,17
1918_11_19,1918,11,19,11
1918_11_20,1918,11,20,15
1918_11_21,1918,11,21,12
1918_11_22,1918,11,22,16
1918_11_23,1918,11,23,14
1918_11_24,1918,11,24,13
1918_11_25,1918,11,25,14
1918_11_26,1918,11,26,18
1918_11_27,1918,11,27,20
1918_11_28,1918,11,28,22
1918_11_29,1918,11,29,13
1918_11_30,1918,11,30,9
1918_12_01,1918,12,1,25
1918_12_02,1918,12,2,24
1918_12_03,1918,12,3,22
1918_12_04,1918,12,4,19
1918_12_05,1918,12,5,6
1918_12_06,1918,12,6,13
1918_12_07,1918,12,7,14
1918_12_08,1918,12,8,16
1918_12_09,1918,12,9,16
1918_12_10,1918,12,10,31
1918_12_11,1918,12,11,20
1918_12_12,1918,12,12,26
1918_12_13,1918,12,13,7
1918_12_14,1918,12,14,18
1918_12_15,1918,12,15,16
1918_12_16,1918,12,16,26
1918_12_17,1918,12,17,16
1918_12_18,1918,12,18,18
1918_12_19,1918,12,19,13
1918_12_20,1918,12,20,15
1918_12_21,1918,12,21,10
1918_12_22,1918,12,22,11
1918_12_23,1918,12,23,15
1918_12_24,1918,12,24,21
1918_12_25,1918,12,25,47
1918_12_26,1918,12,26,15
1918_12_27,1918,12,27,16
1918_12_28,1918,12,28,23
1918_12_29,1918,12,29,8
1918_12_30,1918,12,30,12
1918_12_31,1918,12,31,12
1919_01_01,1919,1,1,104
1919_01_02,1919,1,2,24
1919_01_03,1919,1,3,20
1919_01_04,1919,1,4,12
1919_01_05,1919,1,5,16
1919_01_06,1919,1,6,14
1919_01_07,1919,1,7,13
1919_01_08,1919,1,8,15
1919_01_09,1919,1,9,22
1919_01_10,1919,1,10,22
1919_01_11,1919,1,11,10
1919_01_12,1919,1,12,22
1919_01_13,1919,1,13,8
1919_01_14,1919,1,14,17
1919_01_15,1919,1,15,16
1919_01_16,1919,1,16,12
1919_01_17,1919,1,17,13
1919_01_18,1919,1,18,12
1919_01_19,1919,1,19,22
1919_01_20,1919,1,20,15
1919_01_21,1919,1,21,9
1919_01_22,1919,1,22,9
1919_01_23,1919,1,23,13
1919_01_24,1919,1,24,12
1919_01_25,1919,1,25,17
1919_01_26,1919,1,26,10
1919_01_27,1919,1,27,6
1919_01_28,1919,1,28,10
1919_01_29,1919,1,29,6
1919_01_30,1919,1,30,10
1919_01_31,1919,1,31,12
1919_02_01,1919,2,1,7
1919_02_02,1919,2,2,26
1919_02_03,1919,2,3,18
1919_02_04,1919,2,4,13
1919_02_05,1919,2,5,10
1919_02_06,1919,2,6,15
1919_02_07,1919,2,7,13
1919_02_08,1919,2,8,14
1919_02_09,1919,2,9,10
1919_02_10,1919,2,10,12
1919_02_11,1919,2,11,11
1919_02_12,1919,2,12,20
1919_02_13,1919,2,13,16
1919_02_14,1919,2,14,3
1919_02_15,1919,2,15,12
1919_02_16,1919,2,16,8
1919_02_17,1919,2,17,17
1919_02_18,1919,2,18,8
1919_02_19,1919,2,19,11
1919_02_20,1919,2,20,13
1919_02_21,1919,2,21,12
1919_02_22,1919,2,22,12
1919_02_23,1919,2,23,11
1919_02_24,1919,2,24,14
1919_02_25,1919,2,25,16
1919_02_26,1919,2,26,7
1919_02_27,1919,2,27,15
1919_02_28,1919,2,28,7
1919_03_01,1919,3,1,8
1919_03_02,1919,3,2,18
1919_03_03,1919,3,3,28
1919_03_04,1919,3,4,14
1919_03_05,1919,3,5,19
1919_03_06,1919,3,6,13
1919_03_07,1919,3,7,13
1919_03_08,1919,3,8,14
1919_03_09,1919,3,9,16
1919_03_10,1919,3,10,17
1919_03_11,1919,3,11,17
1919_03_12,1919,3,12,13
1919_03_13,1919,3,13,19
1919_03_14,1919,3,14,15
1919_03_15,1919,3,15,24
1919_03_16,1919,3,16,14
1919_03_17,1919,3,17,20
1919_03_18,1919,3,18,10
1919_03_19,1919,3,19,7
1919_03_20,1919,3,20,10
1919_03_21,1919,3,21,9
1919_03_22,1919,3,22,10
1919_03_23,1919,3,23,12
1919_03_24,1919,3,24,7
1919_03_25,1919,3,25,9
1919_03_26,1919,3,26,16
1919_03_27,1919,3,27,9
1919_03_28,1919,3,28,12
1919_03_29,1919,3,29,16
1919_03_30,1919,3,30,14
1919_03_31,1919,3,31,6
1919_04_01,1919,4,1,18
1919_04_02,1919,4,2,19
1919_04_03,1919,4,3,17
1919_04_04,1919,4,4,18
1919_04_05,1919,4,5,8
1919_04_06,1919,4,6,16
1919_04_07,1919,4,7,17
1919_04_08,1919,4,8,14
1919_04_09,1919,4,9,13
1919_04_10,1919,4,10,13
1919_04_11,1919,4,11,15
1919_04_12,1919,4,12,11
1919_04_13,1919,4,13,15
1919_04_14,1919,4,14,12
1919_04_15,1919,4,15,17
1919_04_16,1919,4,16,12
1919_04_17,1919,4,17,15
1919_04_18,1919,4,18,10
1919_04_19,1919,4,19,9
1919_04_20,1919,4,20,21
1919_04_21,1919,4,21,15
1919_04_22,1919,4,22,10
1919_04_23,1919,4,23,11
1919_04_24,1919,4,24,14
1919_04_25,1919,4,25,10
1919_04_26,1919,4,26,5
1919_04_27,1919,4,27,8
1919_04_28,1919,4,28,11
1919_04_29,1919,4,29,12
1919_04_30,1919,4,30,10
1919_05_01,1919,5,1,10
1919_05_02,1919,5,2,12
1919_05_03,1919,5,3,13
1919_05_04,1919,5,4,11
1919_05_05,1919,5,5,17
1919_05_06,1919,5,6,10
1919_05_07,1919,5,7,14
1919_05_08,1919,5,8,10
1919_05_09,1919,5,9,12
1919_05_10,1919,5,10,14
1919_05_11,1919,5,11,8
1919_05_12,1919,5,12,12
1919_05_13,1919,5,13,10
1919_05_14,1919,5,14,9
1919_05_15,1919,5,15,20
1919_05_16,1919,5,16,15
1919_05_17,1919,5,17,22
1919_05_18,1919,5,18,7
1919_05_19,1919,5,19,13
1919_05_20,1919,5,20,10
1919_05_21,1919,5,21,8
1919_05_22,1919,5,22,11
1919_05_23,1919,5,23,11
1919_05_24,1919,5,24,10
1919_05_25,1919,5,25,13
1919_05_26,1919,5,26,9
1919_05_27,1919,5,27,16
1919_05_28,1919,5,28,8
1919_05_29,1919,5,29,4
1919_05_30,1919,5,30,10
1919_05_31,1919,5,31,8
1919_06_01,1919,6,1,18
1919_06_02,1919,6,2,11
1919_06_03,1919,6,3,12
1919_06_04,1919,6,4,12
1919_06_05,1919,6,5,14
1919_06_06,1919,6,6,20
1919_06_07,1919,6,7,21
1919_06_08,1919,6,8,15
1919_06_09,1919,6,9,12
1919_06_10,1919,6,10,14
1919_06_11,1919,6,11,10
1919_06_12,1919,6,12,13
1919_06_13,1919,6,13,15
1919_06_14,1919,6,14,15
1919_06_15,1919,6,15,19
1919_06_16,1919,6,16,18
1919_06_17,1919,6,17,23
1919_06_18,1919,6,18,12
1919_06_19,1919,6,19,8
1919_06_20,1919,6,20,16
1919_06_21,1919,6,21,7
1919_06_22,1919,6,22,10
1919_06_23,1919,6,23,8
1919_06_24,1919,6,24,15
1919_06_25,1919,6,25,8
1919_06_26,1919,6,26,15
1919_06_27,1919,6,27,11
1919_06_28,1919,6,28,7
1919_06_29,1919,6,29,9
1919_06_30,1919,6,30,12
1919_07_01,1919,7,1,23
1919_07_02,1919,7,2,10
1919_07_03,1919,7,3,17
1919_07_04,1919,7,4,8
1919_07_05,1919,7,5,3
1919_07_06,1919,7,6,12
1919_07_07,1919,7,7,14
1919_07_08,1919,7,8,9
1919_07_09,1919,7,9,12
1919_07_10,1919,7,10,9
1919_07_11,1919,7,11,11
1919_07_12,1919,7,12,14
1919_07_13,1919,7,13,13
1919_07_14,1919,7,14,20
1919_07_15,1919,7,15,17
1919_07_16,1919,7,16,9
1919_07_17,1919,7,17,14
1919_07_18,1919,7,18,17
1919_07_19,1919,7,19,11
1919_07_20,1919,7,20,8
1919_07_21,1919,7,21,16
1919_07_22,1919,7,22,10
1919_07_23,1919,7,23,11
1919_07_24,1919,7,24,10
1919_07_25,1919,7,25,10
1919_07_26,1919,7,26,7
1919_07_27,1919,7,27,11
1919_07_28,1919,7,28,11
1919_07_29,1919,7,29,13
1919_07_30,1919,7,30,10
1919_07_31,1919,7,31,8
1919_08_01,1919,8,1,24
1919_08_02,1919,8,2,11
1919_08_03,1919,8,3,14
1919_08_04,1919,8,4,13
1919_08_05,1919,8,5,10
1919_08_06,1919,8,6,13
1919_08_07,1919,8,7,7
1919_08_08,1919,8,8,11
1919_08_09,1919,8,9,9
1919_08_10,1919,8,10,24
1919_08_11,1919,8,11,9
1919_08_12,1919,8,12,11
1919_08_13,1919,8,13,15
1919_08_14,1919,8,14,11
1919_08_15,1919,8,15,20
1919_08_16,1919,8,16,18
1919_08_17,1919,8,17,13
1919_08_18,1919,8,18,6
1919_08_19,1919,8,19,13
1919_08_20,1919,8,20,22
1919_08_21,1919,8,21,8
1919_08_22,1919,8,22,6
1919_08_23,1919,8,23,8
1919_08_24,1919,8,24,9
1919_08_25,1919,8,25,17
1919_08_26,1919,8,26,7
1919_08_27,1919,8,27,9
1919_08_28,1919,8,28,10
1919_08_29,1919,8,29,19
1919_08_30,1919,8,30,11
1919_08_31,1919,8,31,13
1919_09_01,1919,9,1,8
1919_09_02,1919,9,2,12
1919_09_03,1919,9,3,15
1919_09_04,1919,9,4,9
1919_09_05,1919,9,5,17
1919_09_06,1919,9,6,13
1919_09_07,1919,9,7,15
1919_09_08,1919,9,8,13
1919_09_09,1919,9,9,25
1919_09_10,1919,9,10,18
1919_09_11,1919,9,11,15
1919_09_12,1919,9,12,11
1919_09_13,1919,9,13,8
1919_09_14,1919,9,14,13
1919_09_15,1919,9,15,10
1919_09_16,1919,9,16,17
1919_09_17,1919,9,17,14
1919_09_18,1919,9,18,12
1919_09_19,1919,9,19,23
1919_09_20,1919,9,20,8
1919_09_21,1919,9,21,18
1919_09_22,1919,9,22,15
1919_09_23,1919,9,23,12
1919_09_24,1919,9,24,11
1919_09_25,1919,9,25,18
1919_09_26,1919,9,26,12
1919_09_27,1919,9,27,11
1919_09_28,1919,9,28,18
1919_09_29,1919,9,29,22
1919_09_30,1919,9,30,17
1919_10_01,1919,10,1,27
1919_10_02,1919,10,2,12
1919_10_03,1919,10,3,11
1919_10_04,1919,10,4,21
1919_10_05,1919,10,5,23
1919_10_06,1919,10,6,15
1919_10_07,1919,10,7,16
1919_10_08,1919,10,8,21
1919_10_09,1919,10,9,18
1919_10_10,1919,10,10,38
1919_10_11,1919,10,11,21
1919_10_12,1919,10,12,26
1919_10_13,1919,10,13,14
1919_10_14,1919,10,14,14
1919_10_15,1919,10,15,15
1919_10_16,1919,10,16,16
1919_10_17,1919,10,17,21
1919_10_18,1919,10,18,15
1919_10_19,1919,10,19,20
1919_10_20,1919,10,20,17
1919_10_21,1919,10,21,14
1919_10_22,1919,10,22,11
1919_10_23,1919,10,23,16
1919_10_24,1919,10,24,14
1919_10_25,1919,10,25,15
1919_10_26,1919,10,26,11
1919_10_27,1919,10,27,10
1919_10_28,1919,10,28,10
1919_10_29,1919,10,29,17
1919_10_30,1919,10,30,12
1919_10_31,1919,10,31,12
1919_11_01,1919,11,1,18
1919_11_02,1919,11,2,14
1919_11_03,1919,11,3,11
1919_11_04,1919,11,4,20
1919_11_05,1919,11,5,13
1919_11_06,1919,11,6,15
1919_11_07,1919,11,7,21
1919_11_08,1919,11,8,13
1919_11_09,1919,11,9,20
1919_11_10,1919,11,10,16
1919_11_11,1919,11,11,22
1919_11_12,1919,11,12,14
1919_11_13,1919,11,13,19
1919_11_14,1919,11,14,13
1919_11_15,1919,11,15,16
1919_11_16,1919,11,16,15
1919_11_17,1919,11,17,12
1919_11_18,1919,11,18,14
1919_11_19,1919,11,19,16
1919_11_20,1919,11,20,19
1919_11_21,1919,11,21,11
1919_11_22,1919,11,22,12
1919_11_23,1919,11,23,16
1919_11_24,1919,11,24,12
1919_11_25,1919,11,25,15
1919_11_26,1919,11,26,17
1919_11_27,1919,11,27,6
1919_11_28,1919,11,28,7
1919_11_29,1919,11,29,17
1919_11_30,1919,11,30,19
1919_12_01,1919,12,1,16
1919_12_02,1919,12,2,19
1919_12_03,1919,12,3,18
1919_12_04,1919,12,4,12
1919_12_05,1919,12,5,15
1919_12_06,1919,12,6,13
1919_12_07,1919,12,7,15
1919_12_08,1919,12,8,10
1919_12_09,1919,12,9,16
1919_12_10,1919,12,10,22
1919_12_11,1919,12,11,13
1919_12_12,1919,12,12,23
1919_12_13,1919,12,13,14
1919_12_14,1919,12,14,10
1919_12_15,1919,12,15,16
1919_12_16,1919,12,16,23
1919_12_17,1919,12,17,18
1919_12_18,1919,12,18,12
1919_12_19,1919,12,19,9
1919_12_20,1919,12,20,17
1919_12_21,1919,12,21,12
1919_12_22,1919,12,22,11
1919_12_23,1919,12,23,17
1919_12_24,1919,12,24,12
1919_12_25,1919,12,25,28
1919_12_26,1919,12,26,10
1919_12_27,1919,12,27,9
1919_12_28,1919,12,28,8
1919_12_29,1919,12,29,15
1919_12_30,1919,12,30,13
1919_12_31,1919,12,31,9
1920_01_01,1920,1,1,180
1920_01_02,1920,1,2,40
1920_01_03,1920,1,3,18
1920_01_04,1920,1,4,18
1920_01_05,1920,1,5,31
1920_01_06,1920,1,6,27
1920_01_07,1920,1,7,30
1920_01_08,1920,1,8,18
1920_01_09,1920,1,9,18
1920_01_10,1920,1,10,38
1920_01_11,1920,1,11,14
1920_01_12,1920,1,12,26
1920_01_13,1920,1,13,10
1920_01_14,1920,1,14,19
1920_01_15,1920,1,15,26
1920_01_16,1920,1,16,15
1920_01_17,1920,1,17,11
1920_01_18,1920,1,18,15
1920_01_19,1920,1,19,22
1920_01_20,1920,1,20,31
1920_01_21,1920,1,21,28
1920_01_22,1920,1,22,14
1920_01_23,1920,1,23,15
1920_01_24,1920,1,24,7
1920_01_25,1920,1,25,23
1920_01_26,1920,1,26,17
1920_01_27,1920,1,27,15
1920_01_28,1920,1,28,16
1920_01_29,1920,1,29,11
1920_01_30,1920,1,30,14
1920_01_31,1920,1,31,16
1920_02_01,1920,2,1,25
1920_02_02,1920,2,2,45
1920_02_03,1920,2,3,30
1920_02_04,1920,2,4,16
1920_02_05,1920,2,5,23
1920_02_06,1920,2,6,22
1920_02_07,1920,2,7,22
1920_02_08,1920,2,8,21
1920_02_09,1920,2,9,18
1920_02_10,1920,2,10,24
1920_02_11,1920,2,11,21
1920_02_12,1920,2,12,21
1920_02_13,1920,2,13,14
1920_02_14,1920,2,14,23
1920_02_15,1920,2,15,21
1920_02_16,1920,2,16,17
1920_02_17,1920,2,17,20
1920_02_18,1920,2,18,12
1920_02_19,1920,2,19,17
1920_02_20,1920,2,20,35
1920_02_21,1920,2,21,16
1920_02_22,1920,2,22,15
1920_02_23,1920,2,23,9
1920_02_24,1920,2,24,14
1920_02_25,1920,2,25,15
1920_02_26,1920,2,26,14
1920_02_27,1920,2,27,9
1920_02_28,1920,2,28,15
1920_02_29,1920,2,29,11
1920_03_01,1920,3,1,22
1920_03_02,1920,3,2,20
1920_03_03,1920,3,3,27
1920_03_04,1920,3,4,28
1920_03_05,1920,3,5,22
1920_03_06,1920,3,6,23
1920_03_07,1920,3,7,22
1920_03_08,1920,3,8,21
1920_03_09,1920,3,9,23
1920_03_10,1920,3,10,26
1920_03_11,1920,3,11,15
1920_03_12,1920,3,12,33
1920_03_13,1920,3,13,15
1920_03_14,1920,3,14,18
1920_03_15,1920,3,15,23
1920_03_16,1920,3,16,27
1920_03_17,1920,3,17,10
1920_03_18,1920,3,18,18
1920_03_19,1920,3,19,14
1920_03_20,1920,3,20,29
1920_03_21,1920,3,21,19
1920_03_22,1920,3,22,11
1920_03_23,1920,3,23,17
1920_03_24,1920,3,24,15
1920_03_25,1920,3,25,15
1920_03_26,1920,3,26,12
1920_03_27,1920,3,27,16
1920_03_28,1920,3,28,14
1920_03_29,1920,3,29,15
1920_03_30,1920,3,30,19
1920_03_31,1920,3,31,13
1920_04_01,1920,4,1,20
1920_04_02,1920,4,2,20
1920_04_03,1920,4,3,23
1920_04_04,1920,4,4,28
1920_04_05,1920,4,5,21
1920_04_06,1920,4,6,22
1920_04_07,1920,4,7,16
1920_04_08,1920,4,8,22
1920_04_09,1920,4,9,18
1920_04_10,1920,4,10,26
1920_04_11,1920,4,11,12
1920_04_12,1920,4,12,26
1920_04_13,1920,4,13,15
1920_04_14,1920,4,14,21
1920_04_15,1920,4,15,19
1920_04_16,1920,4,16,22
1920_04_17,1920,4,17,18
1920_04_18,1920,4,18,9
1920_04_19,1920,4,19,20
1920_04_20,1920,4,20,25
1920_04_21,1920,4,21,17
1920_04_22,1920,4,22,13
1920_04_23,1920,4,23,7
1920_04_24,1920,4,24,12
1920_04_25,1920,4,25,12
1920_04_26,1920,4,26,13
1920_04_27,1920,4,27,13
1920_04_28,1920,4,28,19
1920_04_29,1920,4,29,13
1920_04_30,1920,4,30,15
1920_05_01,1920,5,1,13
1920_05_02,1920,5,2,19
1920_05_03,1920,5,3,16
1920_05_04,1920,5,4,19
1920_05_05,1920,5,5,18
1920_05_06,1920,5,6,17
1920_05_07,1920,5,7,15
1920_05_08,1920,5,8,15
1920_05_09,1920,5,9,12
1920_05_10,1920,5,10,20
1920_05_11,1920,5,11,18
1920_05_12,1920,5,12,12
1920_05_13,1920,5,13,15
1920_05_14,1920,5,14,12
1920_05_15,1920,5,15,26
1920_05_16,1920,5,16,21
1920_05_17,1920,5,17,13
1920_05_18,1920,5,18,10
1920_05_19,1920,5,19,14
1920_05_20,1920,5,20,21
1920_05_21,1920,5,21,11
1920_05_22,1920,5,22,15
1920_05_23,1920,5,23,11
1920_05_24,1920,5,24,15
1920_05_25,1920,5,25,17
1920_05_26,1920,5,26,15
1920_05_27,1920,5,27,15
1920_05_28,1920,5,28,10
1920_05_29,1920,5,29,18
1920_05_30,1920,5,30,13
1920_05_31,1920,5,31,7
1920_06_01,1920,6,1,26
1920_06_02,1920,6,2,20
1920_06_03,1920,6,3,15
1920_06_04,1920,6,4,22
1920_06_05,1920,6,5,16
1920_06_06,1920,6,6,29
1920_06_07,1920,6,7,21
1920_06_08,1920,6,8,24
1920_06_09,1920,6,9,19
1920_06_10,1920,6,10,23
1920_06_11,1920,6,11,18
1920_06_12,1920,6,12,38
1920_06_13,1920,6,13,19
1920_06_14,1920,6,14,19
1920_06_15,1920,6,15,32
1920_06_16,1920,6,16,28
1920_06_17,1920,6,17,20
1920_06_18,1920,6,18,19
1920_06_19,1920,6,19,19
1920_06_20,1920,6,20,30
1920_06_21,1920,6,21,14
1920_06_22,1920,6,22,20
1920_06_23,1920,6,23,17
1920_06_24,1920,6,24,11
1920_06_25,1920,6,25,17
1920_06_26,1920,6,26,19
1920_06_27,1920,6,27,14
1920_06_28,1920,6,28,14
1920_06_29,1920,6,29,9
1920_06_30,1920,6,30,22
1920_07_01,1920,7,1,29
1920_07_02,1920,7,2,13
1920_07_03,1920,7,3,22
1920_07_04,1920,7,4,18
1920_07_05,1920,7,5,19
1920_07_06,1920,7,6,18
1920_07_07,1920,7,7,27
1920_07_08,1920,7,8,19
1920_07_09,1920,7,9,19
1920_07_10,1920,7,10,18
1920_07_11,1920,7,11,21
1920_07_12,1920,7,12,12
1920_07_13,1920,7,13,15
1920_07_14,1920,7,14,25
1920_07_15,1920,7,15,27
1920_07_16,1920,7,16,21
1920_07_17,1920,7,17,32
